STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,building,Type of building,currency,Currency,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,TR_CAP,Ankara,2016,,1400,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,TR_CAP,Ankara,2017,,1550,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,TR_CAP,Ankara,2018,,1750,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,TR_CAP,Ankara,2019,,1900,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,TR_CAP,Ankara,2020,,2050,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,TR_CAP,Ankara,2021,,2850,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,TR_CAP,Ankara,2022,,4600,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,TR_CAP,Ankara,2023,,15100,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,TR_CAP,Ankara,2024,,25500,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,TR_CAP,Ankara,2025,,36150,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,UK_CAP,London,2016,,2150,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,UK_CAP,London,2017,,2000,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,UK_CAP,London,2018,,2000,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,UK_CAP,London,2019,,2100,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,UK_CAP,London,2020,,2100,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,UK_CAP,London,2021,,1950,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,UK_CAP,London,2022,,2300,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,UK_CAP,London,2023,,2550,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,UK_CAP,London,2024,,2650,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,UK_CAP,London,2025,,2600,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,UK_DEL,Culham,2016,,1050,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,UK_DEL,Culham,2017,,1100,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,UK_DEL,Culham,2018,,1050,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,UK_DEL,Culham,2019,,1100,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,UK_DEL,Culham,2020,,1150,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,UK_DEL,Culham,2021,,1250,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,XK_CAP,Prishtinë,2021,,500,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,XK_CAP,Prishtinë,2022,,440,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,XK_CAP,Prishtinë,2023,,420,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,XK_CAP,Prishtinë,2024,,490,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT2,2-bedroom flats,NAC,National currency,XK_CAP,Prishtinë,2025,,520,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,AL_CAP,Tiranë (Tirana),2016,,680,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,AL_CAP,Tiranë (Tirana),2017,,670,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,AL_CAP,Tiranë (Tirana),2018,,730,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,AL_CAP,Tiranë (Tirana),2019,,790,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,AL_CAP,Tiranë (Tirana),2020,,800,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,AL_CAP,Tiranë (Tirana),2021,,840,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,AL_CAP,Tiranë (Tirana),2022,,870,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,AL_CAP,Tiranë (Tirana),2023,,980,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,AL_CAP,Tiranë (Tirana),2024,,1000,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,AL_CAP,Tiranë (Tirana),2025,,1150,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,AT_CAP,Wien,2016,,1600,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,AT_CAP,Wien,2017,,1700,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,AT_CAP,Wien,2018,,1700,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,AT_CAP,Wien,2019,,1650,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,AT_CAP,Wien,2020,,1700,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,AT_CAP,Wien,2021,,1750,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,AT_CAP,Wien,2022,,1800,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,AT_CAP,Wien,2023,,2050,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,AT_CAP,Wien,2024,,2100,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,AT_CAP,Wien,2025,,2200,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BA_CAP,Sarajevo,2016,,820,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BA_CAP,Sarajevo,2017,,740,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BA_CAP,Sarajevo,2018,,820,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BA_CAP,Sarajevo,2019,,820,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BA_CAP,Sarajevo,2020,,820,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BA_CAP,Sarajevo,2021,,840,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BA_CAP,Sarajevo,2022,,1050,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BA_CAP,Sarajevo,2023,,1250,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BA_CAP,Sarajevo,2024,,1650,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BA_CAP,Sarajevo,2025,,1600,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BE_CAP,Bruxelles/Brussel,2016,,1300,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BE_CAP,Bruxelles/Brussel,2017,,1250,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BE_CAP,Bruxelles/Brussel,2018,,1300,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BE_CAP,Bruxelles/Brussel,2019,,1300,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BE_CAP,Bruxelles/Brussel,2020,,1350,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BE_CAP,Bruxelles/Brussel,2021,,1350,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BE_CAP,Bruxelles/Brussel,2022,,1600,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BE_CAP,Bruxelles/Brussel,2023,,1600,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BE_CAP,Bruxelles/Brussel,2024,,1750,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BE_CAP,Bruxelles/Brussel,2025,,1750,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BG_CAP,Sofia,2016,,840,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BG_CAP,Sofia,2017,,800,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BG_CAP,Sofia,2018,,880,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BG_CAP,Sofia,2019,,920,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BG_CAP,Sofia,2020,,940,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BG_CAP,Sofia,2021,,770,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BG_CAP,Sofia,2022,,860,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BG_CAP,Sofia,2023,,1100,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BG_CAP,Sofia,2024,,1200,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,BG_CAP,Sofia,2025,,1300,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CH_CAP,Bern (Berne),2016,,2300,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CH_CAP,Bern (Berne),2017,,2100,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CH_CAP,Bern (Berne),2018,,2050,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CH_CAP,Bern (Berne),2019,,2050,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CH_CAP,Bern (Berne),2020,,2150,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CH_CAP,Bern (Berne),2021,,2150,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CH_CAP,Bern (Berne),2022,,2350,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CH_CAP,Bern (Berne),2023,,2500,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CH_CAP,Bern (Berne),2024,,2550,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CH_CAP,Bern (Berne),2025,,2650,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CH_DEL,Genève,2016,,3450,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CH_DEL,Genève,2017,,3300,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CH_DEL,Genève,2018,,3050,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CH_DEL,Genève,2019,,3150,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CH_DEL,Genève,2020,,3300,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CH_DEL,Genève,2021,,3250,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CH_DEL,Genève,2022,,3700,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CH_DEL,Genève,2023,,3800,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CH_DEL,Genève,2024,,4150,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CH_DEL,Genève,2025,,4400,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CY_CAP,Lefkosia,2016,,680,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CY_CAP,Lefkosia,2017,,760,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CY_CAP,Lefkosia,2018,,900,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CY_CAP,Lefkosia,2019,,920,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CY_CAP,Lefkosia,2020,,940,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CY_CAP,Lefkosia,2021,,900,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CY_CAP,Lefkosia,2022,,1050,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CY_CAP,Lefkosia,2023,,1150,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CY_CAP,Lefkosia,2024,,1250,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CY_CAP,Lefkosia,2025,,1200,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CZ_CAP,Praha,2016,,1300,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CZ_CAP,Praha,2017,,1500,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CZ_CAP,Praha,2018,,1700,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CZ_CAP,Praha,2019,,1700,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CZ_CAP,Praha,2020,,1650,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CZ_CAP,Praha,2021,,1450,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CZ_CAP,Praha,2022,,1800,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CZ_CAP,Praha,2023,,2100,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CZ_CAP,Praha,2024,,2150,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,CZ_CAP,Praha,2025,,2250,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,DE_CAP,Berlin,2016,,1600,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,DE_CAP,Berlin,2017,,1600,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,DE_CAP,Berlin,2018,,1750,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,DE_CAP,Berlin,2019,,1800,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,DE_CAP,Berlin,2020,,1850,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,DE_CAP,Berlin,2021,,2000,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,DE_CAP,Berlin,2022,,2150,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,DE_CAP,Berlin,2023,,2150,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,DE_CAP,Berlin,2024,,2400,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,DE_CAP,Berlin,2025,,2250,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,DE_DEL1,Karlsruhe,2016,,1250,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,DE_DEL1,Karlsruhe,2017,,1250,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,DE_DEL1,Karlsruhe,2018,,1300,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,DE_DEL1,Karlsruhe,2019,,1400,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,DE_DEL1,Karlsruhe,2020,,1400,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,DE_DEL1,Karlsruhe,2021,,1450,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,DE_DEL1,Karlsruhe,2022,,1500,,,,,
dataflow,ESTAT:PRC_COLC_RENTS(1.0),Average rent per month in cities by type of dwelling,A,Annual,FLAT3,3-bedroom flats,EUR,Euro,DE_DEL1,Karlsruhe,2023,,1500,,,,,
